sender,message
ohad, אתה זוכר את כל הillegalmonitorstate exception
ohad, שהיו בעבודה
ohad, <‎image omitted>
ohad, כשעושים o.wait
ohad, התרד צריך להחזיק את המפתח של o
ohad, וגם בנוטיפיי
ohad, כן
ohad, 6 שעות שינה יספיקו
ohad, בrmi הקליינט חייב להכיר את הממשק שממש את את remote object
ohad, מה שדיברנו אתמול
ohad, כן כן רק אל תשתגע
ohad, קשה לכתוב רק את הסוף
ohad, או שאתה משנן למבחן?
ohad, לא
ohad, נהיו לי נודים של קורן
ohad, יאללה אבאלה
ohad, תתארגן
ohad, 7 דקות
ohad, אני עכשיו קם מהמיטה
ohad, לא בדקתי
ohad, 32
ohad, 210
ohad, כן
ohad, חכה יש סרטון חדש אתה מתח
ohad, <‎image omitted>
ohad, <‎image omitted>
ohad, של 12 דקות
ohad, איך אתה לא שולח ישרמוטה
ohad, איזה אתר עכשיו שלחו לי
ohad, בצד ימין למעלה
ohad, <‎image omitted>
ohad, היא העלת בלייב?????
ohad, כן
ohad, דבר
ohad, בדרייב
ohad, שולח לך בגייזבוק
ohad, מהמבחנים שראית
ohad, על מה השאלה השנייה בדכ
ohad, ?
ohad, יעני כמו הבוחן
ohad, בטח הוא יתן cpu המניאק
ohad, יעני להוסיף שער שיעשה ככה וככה
ohad, קיצור לא קל
ohad, צלצל שאתה רוצה לראות
ohad, תראה שיצא הפרק
ohad, ואתה צועק אחושרמוטה
ohad, איך זה לא מפריע לקורן
ohad, גם המוזיקה בפול ווליום
ohad, שיגעת אותי
ohad, באלוהים ששומעים חזק
ohad, כאילו שאתה בחדר השני
ohad, איפה הוא?
ohad, אהה בן זונה בגלל זה הוא לא ענה
ohad, רציתי שיבוא לחדר כושר
ohad, יש ספר הקורס
ohad, שזה מפרט
ohad, יש סיכום למבחן
ohad, המחברת הסרוקה של טל זאנו
ohad, בדף הראשו7
ohad, ן
ohad, כן
ohad, הבאתי את הסיסמא שלי
ohad, <‎image omitted>
ohad, בחייאת נאור איזה שער זה?
ohad, כל הדיאגרמה
ohad, למה התשובה של הבן זונה היא nand
ohad, אני שעה משתגע
ohad, מצייר מעגלים באינטרנט
ohad, <‎image omitted>
ohad, חזק אהה
ohad, Logicly
ohad, זריז
ohad, אני גמור
ohad, נראה כבר מחר
ohad, קיצור אני בט
ohad, א
ohad, כן
ohad, אני בחדכ
ohad, Ohadda
ohad, jjtpDJ4T
ohad, כן
ohad, <‎video omitted>
ohad, הגיע משלוח של 60 סרטוניפ
ohad, ם
ohad, יש בקודי?
ohad, זהו אתה מוכן?
ohad, תפתח תרגילים של mit
ohad, תעיר אותי ב9 לספרייה
ohad, חחחחחחחחחחחחחחח
ohad, מי חופר לך
ohad, עד לפה שמעו את הגניחה שלך
ohad, דואג לך
ohad, אז מה הקשר הוא מתקשר אליך
ohad, טעות ששלחתי הודעה אה
ohad, לילה טוב
ohad, איזה לישון
ohad, תראה מי מסתובבת לך מתחת לבית
ohad, <‎image omitted>
ohad, תעיר את קורן
ohad, אורגינל?
ohad, יטמבל אין לי מספיק כסף לשלם לכוס מים מהברז
ohad, <‎image omitted>
ohad, סבתא שלו תעשה באבלסורט
ohad, השתגע
ohad, קיצור בוא מחר נשב נעבור על הכל ונסיים
ohad, כמה זה מוקדם
ohad, טוב
ohad, 11
ohad, סבבה
ohad, תבוא להעיר את דוד שלך
ohad, <‎video omitted>
ohad, עוד דקה
ohad, שמע אני גבר אחושרמוטנ
ohad, ה
ohad, בזכותי
ohad, הכל
ohad, אז תתכונן
ohad, אני ער
ohad, יאללה קום
ohad, הספקתי להירדם פעמיים
ohad, עכשיו?
ohad, יש פתרון לשאלה עם המסל
ohad, ך
ohad, במודל
ohad, אף אחד לא יודע איפה לתקוע את זה?
ohad, ומה עשית ער ב8?
ohad, פסיכו
ohad, אני לא יודע מה יש ךי
ohad, לי
ohad, כאילו המוח מתעלם מהשעון מעורר
ohad, מה אתה עושה
ohad, ובקטן?
ohad, משעמם
ohad, חח עכשיו הכנתי חביתה מהסרטים
ohad, איזה גול אהה
ohad, מה אתה טמבל
ohad, הוא הקפיץ לעצמו
ohad, מספרת מלאה
ohad, לא חצי
ohad, כלום
ohad, <‎image omitted>
ohad, הוא לא כתב לאן הוא חיבר אותו
ohad, כאילו הוא דחף אותו ישירות לinstruction
ohad, ובקטן?
ohad, מתי האח הגדול?
ohad, והאח הקטן?
ohad, התחיל
ohad, ?
ohad, אחלן
ohad, מנגב את הבצים ובא
ohad, איך קוראים לסרט שאמרת לי
ohad, עם השרת הגרון
ohad, לא משנה
ohad, כן
ohad, כמה סוכר
ohad, מדויק
ohad, קרתה תקלה
ohad, נגמרו הכוסות
ohad, זרוק
ohad, כן
ohad, בוא נאכל משהו
ohad, הגדרה יותר פשוטה של p
ohad, ולnp
ohad, זה לא דטרמיניסטית
ohad, אז השאלה היא אם מכונה דטרמיניסטית שווה בכוחה למכונה אי דטרמיניסטית
ohad, ויקיפדיה
ohad, כמובן שאני אומר מכריעה בזמן פולינומי
ohad, יש עוד חצי
ohad, שעה
ohad, מה אני אשחק בביצים
ohad, אתה יודע שסוסו שייך לnp
ohad, אבל לא מצאו אלגוריתם שעושה את זה בזמן פולינומע
ohad, י
ohad, ממדמח
ohad, Subset sums
ohad, עם הסכומים
ohad, תקרא קצת בין פרק לפרק
ohad, מעניין
ohad, עזוב אותי אוטומטים
ohad, אלגוריתמים זה הדבר החם
ohad, אין
ohad, אין מצב אני מתקשר לאמא שלי
ohad, שלח
ohad, מה הסיסמא
ohad, יטמבל עכשיו אני עושה העברה בנקאיץ
ohad, ת
ohad, <‎image omitted>
ohad, Udp
ohad, שים לזמן לשעה של ההודעה
ohad, מה אתה עושה עכשיו?
ohad, בוא פיפא לזכר ימים עברו
ohad, כן
ohad, לא
ohad, קיצור
ohad, כן או ל
ohad, א?
ohad, בסדר בשקא
ohad, ט
ohad, פתח
ohad, אותו שיר 4 פעמים
ohad, תגוון
ohad, הלכת לרוץ?
ohad, היום אותו דבר כמו אתמול
ohad, מה אתה צוחק יהומו
ohad, קיצור עוד שענ
ohad, ה
ohad, ראית האח הגדול?
ohad, יופי
ohad, מצאנו מה לעשות
ohad, העלנו לנו בspl
ohad, בעבודה 1 ב5 נקודות
ohad, השגתי את המחברת של קיצי
ohad, לשלוח לך?
ohad, חיתוך כל המילים שמתקבלות בm1 וגם m2
ohad, איחוד כל המילים שמתקבלות בm1 או בm2
ohad, אח שלי הפסקתי לשחק בביצים
ohad, מה יש לאכול?
ohad, אחלה
ohad, שמע אני תותח
ohad, בכללי
ohad, איפה אתה?
ohad, מתי הספקת
ohad, שלח לי מערכת
ohad, אתה זוכר איפה אתה בארכי?
ohad, יעני מעבדה
ohad, חחמוקדם לי שיעור חובה ב9
ohad, <‎image omitted>
ohad, מה עם ppl?
ohad, לא מאשר?
ohad, אהה חשבתי שהיום דיברת על זה
ohad, איך אבא שלך מדפיס את זה כזה יפה
ohad, אם לא קנית קונטיינר למנגל של תחילת סמסטר אני גומר אותך
ohad, תהנה תהנה
ohad, כן
ohad, אני פה
ohad, יש שם שיעור
ohad, צריך להילחם
ohad, אני פשוט בחיים לא שומר לך מקום
ohad, בחיים
ohad, דרך אגב הכל מצולם
ohad, שורה רביעית לי בבצוק
ohad, ליד
ohad, כן
ohad, המרצה סבתא
ohad, היא הולכת למות במהלך הסמסטר
ohad, היא אמרה את זה
ohad, לא התחיל
ohad, ביי
ohad, ???
ohad, כן
ohad, תשאל את טל
ohad, אין על ברדיגמות
ohad, חחחחחחחח
ohad, יזין
ohad, מה??
ohad, ???????
ohad, בוטל הערב?
ohad, סטטיק ובן אל נכנסו בעמוד?
ohad, לא
ohad, הייתי רעב
ohad, מה
ohad, חחחחח
ohad, חדש?
ohad, בגלל זה הוא משתגע
ohad, עשית חמש על אחד?
ohad, חזק אהה
ohad, מה אתה מבלבל את המוח
ohad, מאתמול
ohad, גג
ohad, נפל לאסלה
ohad, מאיפה לי
ohad, לא
ohad, קורן לא יודע?
ohad, תסתכל אולי נפל לפח
ohad, בתוך הארון מקלחת
ohad, אל תגזי
ohad, ם
ohad, שמוצאים את הראשון אני לוקח אותו
ohad, להרים את האווירה בדירה המתה הזאת
ohad, מה אתה עושה קיצקוץ
ohad, אבודים
ohad, פתח לי רגע
ohad, 24 לאפריל
ohad, זה פסח
ohad, אתה צריך לעבור 7 מעבדות מתוך הכל
ohad, אז אם יש אישור בטח פוטרים אותך מאחת
ohad, יעני ממה שהחסרת
ohad, בחדר
ohad, תודה אחי
ohad, אני הולך לאגדיר
ohad, חכה נראה מה יהיה היום
ohad, מתי הppl השני שאתה הולך?
ohad, אחרי ניתוץ?
ohad, סבבה אני אבוא איתך
ohad, איפה אתה עכשיו?
ohad, כיף?
ohad, ישנתי
ohad, מה עושים?
ohad, יש איזה סרט לראות?
ohad, 80
ohad, שיפור של השמחות
ohad, איזה טיפש אני למה חשבתי שאם אני אשן ב7 אני אקום מחר בבוקר
ohad, כן
ohad, במעבדה
ohad, עושה MAKE
ohad, יש משהו יותר טוב לעשות
ohad, אני פתוח להצעות
ohad, מתכונן למעבדה
ohad, איפה מצאת את זה?
ohad, שלח תמונה של כל הקוד
ohad, מה זה x
ohad, ומה התשובה?
ohad, סבבה
ohad, באמא שלי עכשיו הגעתי לדירה
ohad, שעה אני רק מדפיס
ohad, והכריכה תהיה מוכנה רק מחר
ohad, לא יודע למה
ohad, הייתי צריך ללכת עם זה ללי אופיס וזהו
ohad, מה היום?
ohad, רואים חלק ב של הסרט
ohad, ?
ohad, 13 לאפריל המעקב
ohad, כן
ohad, אתה בטוח שהתשובה לזה 5
ohad, לקטע קוד הזה
ohad, כולם אומרים לי 0 או 1
ohad, 1 אם ההשמה הצליחה ו0 אם לא
ohad, סוגריים אומר שזה ביטוי
ohad, בכל שפת תכנות כל שורה היא או פקודה או ביטוי
ohad, כמו בסי שארפ
ohad, שמע אף אחד לא נתקל בדבר הזה
ohad, לא מהנדסת חשמל
ohad, לא מהטכניון
ohad, מאיפה הקובץ הזה?
ohad, גוגל יעני?
ohad, איך קוראים לאתר?
ohad, שכחתי
ohad, קיצור מבצע השמה ושם באיקס את הערך האחרון
ohad, קטע מטומטם
ohad, אחולבלוטה
ohad, אני הולך למכון
ohad, דבר איתי במוצש בבוקר
ohad, איפה אתה?
ohad, למה יש שירים????
ohad, כביש החוף מתנגן 6 פעמים
ohad, משהו מעניין בשיעור?
ohad, חזק אהה
ohad, הולך להיות מלא?
ohad, אין בעיה
ohad, רק שאלתי אם צריך להילחם או לבוא ברגוע
ohad, סבבה
ohad, אתה אוהב חמאת בוטנים?
ohad, אתה תמות עד 7
ohad, חומוס?
ohad, הקוטג אצלך
ohad, אין לי כלום
ohad, אני שם לך רק חריף
ohad, סגור
ohad, איפה קורן?
ohad, איזה גנוב
ohad, הבן אדם מת
ohad, אתה אוהב חלבה?
ohad, <‎image omitted>
ohad, לא
ohad, אני יושב עליה עכשיו
ohad, לא אכפת לי
ohad, מקסימום נשווה
ohad, מה כתבת ב1 א
ohad, אחלה
ohad, נאור
ohad, בוא שב איתי על השיעור של ארכי
ohad, אין עוד הרצאה השבוע שאני יכול להשלים
ohad, מאיפה אני אביא לך זיון
ohad, יש לך כדורים לגרון?
ohad, מאוחר מדי
ohad, אני כבר בסורוקה מחובר לציונות
ohad, צינורות
ohad, איך היה המעבדה?
ohad, סיימת?
ohad, סבבה רצח
ohad, הרבצת למקלדת?
ohad, אני עובד
ohad, לך למעבדה תריץ structure test תראה שלא נופל
ohad, יש כאלה שנפל עליהם
ohad, בבית
ohad, למה?
ohad, מה הקשר
ohad, עזוב אותך בוא אליי נסיים ppl
ohad, לא
ohad, עכשיו אני מתכנן
ohad, מתי אתה חוזר לבש?
ohad, אבל אתה לא לומד מחר
ohad, חחח מה שעה
ohad, מתאים לי
ohad, אורגינל
ohad, סבבה
ohad, באיזה שעה אתה יוצא?
ohad, לא יודע עדיין
ohad, סבבה
ohad, 10 ככה לא?
ohad, מה assignment0
ohad, מה עם
ohad, כוסאמק ויצאה גם עבודה באלגו
ohad, עשית?
ohad, נאור עובד לך האתר של cs
ohad, אני רוצה להירשם למעבדת השלמה
ohad, מתי אתה יוצא?
ohad, יש רכבת עוד 5 דקות
ohad, כוסאמק
ohad, אחרונה יעני
ohad, תגיד רגע
ohad, מתי אנחנו הולכים לppl ההרצאה השנייה?
ohad, לא יודע אם כן זה לעבור דרך תל אביב
ohad, אין הרכבת לתל אביב עוד 5 דקות
ohad, נזרים את חברים שלי עוד הפעם לפורום חחחח
ohad, בוא מחר בבוקר מה אתה לחוץ ליסוע
ohad, אני עובד מחר בערב ב6
ohad, נשב בצהריים
ohad, אחרי אלגו
ohad, יעני אחרי 2
ohad, מתי התרגוליישן שלך
ohad, לקחתי לכם מים יום שישי
ohad, חמיזי
ohad, חמישי
ohad, כן
ohad, מתי התרגול?
ohad, ארכי?
ohad, אני אבוא איתך
ohad, אני בא ימלשין
ohad, טרמפ ב10 וחצי מגן יבנה
ohad, לא הצלחתי
ohad, האתר לא עובד לי
ohad, אני אנסה מהטלפון בדרך
ohad, תנסה את שלי
ohad, jjtpDJ4T
ohad, אתה על הרכבת?
ohad, <‎image omitted>
ohad, תתקשר שאתה מגיע
ohad, סמרטוט רשמתי אותנו למעבדה של היום ב16
ohad, יש לך סיסמא של ילד בן 6
ohad, תגיד תוד
ohad, לא
ohad, בדרך
ohad, איפה זה?
ohad, איפה אתה?
ohad, ערה?
ohad, מחר מתי קמים?
ohad, 0
ohad, 0
ohad, אתה 0
ohad, תודה אחי
ohad, מספר המזל שלי
ohad, לפני שאתה נרדפ
ohad, תעלה להדליק דוד
ohad, רוב תודות
ohad, למה ככה
ohad, אין לך מצפון שאני אתקלח במים קרים
ohad, אתה רואה צוארון לבן
ohad, מניאק
ohad, אם לא
ohad, <‎image omitted>
ohad, שמע אני כלי
ohad, סבבה
ohad, תיקנתי אסמבלר
ohad, שיספור רק אותיות
ohad, שהפכו ללא אותיות
ohad, וואלה סבבה
ohad, נשאר לי רק אלגו
ohad, כן
ohad, כן התקנתי
ohad, בסודוך
ohad, בסודו
ohad, דפקתי פקודה
ohad, לא
ohad, אני עושה אלגו
ohad, טוב
ohad, מוקדם פיצוצים
ohad, אחרי יטינגר סיימנו?
ohad, שלחתי
ohad, אתמול
ohad, לא
ohad, איפה
ohad, אתה
ohad," ?,,2"
ohad, בוא לפה
ohad, סטלה
ohad, מוות
ohad, אתה לא מאמין מה קרה לי
ohad, בעבודה כוסאמק
ohad, קמתי הכל טוב
ohad, קיצור אני פותח לבד
ohad, סבבה לי וזה
ohad, הבאתי לעצמי פנס באצבע
ohad, לא משהו רציני קרה לי כבר
ohad, חתכתי אותו
ohad, חתך
ohad, קיצור אחי פתאום עלתה לי כל הסטלה
ohad, מצאתי את עצמי יושב מאחורה עם תחבושת עם סחרורת של החיים
ohad, מפה לשם התעלפתי
ohad, אף אחד לא קלט
ohad, קמתי
ohad, הברמנית ראתה אותי
ohad, אמרה לי בוא תשב בחוץ תנשום אוויר
ohad, אמרתי לאחמש שאני לא 100 אחוז
ohad, בקיצור אני יושב בטרסה
ohad, פתאום עולה לי קיא
ohad, באסה הקאתי בכניסה למרכז ספורט
ohad, אבל היה רק מים
ohad, וכל היום הייתי מת
ohad, שבאיזה שלב הקאתי שוב בשירותים והרגשתי יותר טוב
ohad, קיצור יום חוויה
ohad, לא
ohad, עד 8 סחבתי
ohad, לא ידעו שהתעלפתי
ohad, רק שאני בהאנגאובר מוות
ohad, זה מה שכולם חשבו
ohad, שזה יעני בקטנה
ohad, כן
ohad, גם לא הצלחתי לאכול
ohad, בדרך
ohad, אכלתי 80 גרם קטן כזה
ohad, כל היום!!!!
ohad, ודפקתי כמה שניצלים שלקוחה בת זונה החזירה
ohad, חחחחחח
ohad, לקח
ohad, שמע קטע הזוי
ohad, בדיוק שזה קרה לי אמא שלי התקשרה
ohad, מה נו
ohad, לא עניתי כמובן
ohad, לא חחחח
ohad, בול זה קרה לי
ohad, היא מתקשרת
ohad, לא
ohad, נראה לך
ohad, כוסאמק איזה פדיחה
ohad, היא תתלהב מעצמה שיש לה חושים
ohad, חושים אמהיים
ohad, שהיא מרגישה את הבן שלה
ohad, חחחחחחחחח
ohad, את זה ולא הבנתי
ohad, נאור
ohad, תן שיר חדש במזרחית להעיף את הערב
ohad, של מי
ohad, סלמתק
ohad, חברה של חבר
ohad, יש לה יום הולדת
ohad, אוהב אותך
ohad, אחי אני לא יודע
ohad, סבא שלי נפטר היום בבוקר
ohad, ואמא של חבר שלי נפטרה עכשיו
ohad, אז כנראה אני לא אהיה בבית מחר ובשני
ohad, <‎Contact card omitted>
ohad, מתי ppl מחר?
ohad, אחלן
ohad, היו ימים יותר טובים
ohad, נדבר מחר
ohad, אני מגיע ב10
ohad, אתה עם קורן?
ohad, תגיד לו שאני מתחיל לעבוד ב7
ohad, הוא היה איתך בפפל?
ohad, שלח את המספר של ליאן
ohad, לא צריך
ohad, כמה כמה
ohad, למי
ohad, תקשר להעיר את קורן ב10 לא נרדמתי עד עכשיו
ohad, שעה לפני המעבדה ועוד לא התחלתי task0
ohad, איך משתמשים בפלאגים של gdb?
ohad, בקונסול?
ohad, ומתי אני כותב את הברייק וזה?
ohad, תוך כדי ריצה?
ohad, איפה יוס יושב?
ohad, יוסי בניון
ohad, הסתדרתי
ohad, לשאול אם הוא יכול לעבוד
ohad, היום
ohad, היית כבר בתרגול ppl?
ohad, כן אה
ohad, איפה השיעור?
ohad, תענה רגע
ohad, יופי
ohad, אני במעבדה
ohad, שאתה יוצא תקנה לי חצי כיכר סביח
ohad, למה יבן זונה
ohad, אין לי אוכל בדירה
ohad, אני מנגב חומוס עם קרקרים
ohad, תביא חצי כיכר
ohad, מצדי שים בזה חרא
ohad, מעבדה 34
ohad, מטלה 1 בארכי
ohad, אני בשוונג
ohad, של המעלית
ohad, יאפס
ohad, שלחתי לך את task1
ohad, קוד של גברים
ohad, אחושרמוטה
ohad, אהבת את הערות?
ohad, תראה איזה אלגוריתם מפחיד
ohad, ברכבת אני אסביר לך
ohad, מוכן להסבר?
ohad, אתה הולך להיות בהלם
ohad, אני בטרצפ
ohad, חחחחחחח
ohad, יש שיחה מעניינת
ohad, אחר כך
ohad, מתי אתה טס?
ohad, בבוקר?
ohad, אהה יהומו
ohad, שלישי בצהריים סעודת פרידה
ohad, בדרך אליך
ohad, מתי היא מתחילה?
ohad, איזה מעבדה אתה הולך?
ohad, מספר יעני
ohad, ובניין יעני
ohad, אהה הבנתי אותך
ohad, טוב אני אבוא ב2
ohad, או שאני אהיה ב3א
ohad, 34
ohad, נאור לפני השיעור שאנחנו הולכים ביחד תעיר אותי
ohad, יעני מה שקודם
ohad, ניתוץ או פפל לא זוכר עכשיו
ohad, אוהב אותך
ohad, לילה טוב גבר
ohad, איפה אתה
ohad, מספר כיתה
ohad, סבבה
ohad, נאור מה הערך אסקי של nop הזה?
ohad, סלמתק
ohad, בדרך הביתה?
ohad, יאללה תהנה אחי
ohad, שלא יתרסק לך המטוס
ohad, או ייחטף
ohad, נאור אנחנו נוסעים מאוחר אחי
ohad, יעני אחרי 12
ohad, מי יקום ב8 בשביל ליסוע
ohad, לא מאמין שהחדרים יהיו מוכנים
ohad, אני אגיד לאיציק שיבדוק עם היחצן מתי קבלת חדרים
ohad, שמעוניין להחליף
ohad, מחר אני מ2 עד 5
ohad, אז אני אבוא ב5 לשאול עם מישהו
ohad, אני יודע שפסקל
ohad, בדוק
ohad, ואופיר
ohad, כן
ohad, דיברת עם פסקל?
ohad, שיהיה בהצלחה
ohad, <‎Contact card omitted>
ohad, השותף של יוני
ohad, אני חושב שהם ביחד במעבדה
ohad, הוא ופסקל
ohad, מאיפה לי
ohad, תשמור את המספר ותשלח
ohad, כן
ohad, איזה שיחוק
ohad, תודיע ליאצק
ohad, המעבדה הכי בת זונה בעולם
ohad, שתגיע אתה תרצה למות
ohad, בהצלחה
ohad, 😘
ohad, כן
ohad, אני ב0b וזה זין בתחת
ohad, איזה כליייי
ohad, שלח לי
ohad, מה זה על הראש שלך
ohad, טוב תישאר ער עוד שעה
ohad, אני פותח את הטוסיק
ohad, <‎image omitted>
ohad, 5 פעמים השבוע
ohad, כוסראבק
ohad, בשביל שיהיה לי חופש בפסח
ohad, בסוף יש ppl ל31
ohad, חוויה
ohad, השבוע נותנים עבודה
ohad, אהה אתה לא פה בן זונה
ohad, מביאים לפטופ לפאנגויה
ohad, יושבים במסיבת בריכה מרביצים פפל
ohad, מה נסגר עם המעבדה ברביעי?
ohad, מתי
ohad, למתי
ohad, סלמתק
ohad, יום רביעי לילה לבן
ohad, אורגינל
ohad, פפל
ohad, התחלתי
ohad, עשיתי חלק מהפתוחות
ohad, כןןןן
ohad, אחושילינג
ohad, אתה מביא את הגופרו אהה
ohad, חחחחח
ohad, לא
ohad, ישבתי על ההרצאות המוקלטות
ohad, והספר של מירה
ohad, וסגרתי את הפינה של כל האלגוריתמים האלה
ohad, עדיין לא
ohad, יאפס
ohad, יצא גם עבודה 2 בארגי
ohad, כי
ohad, לא
ohad, לא יצא לי
ohad, אולי מחר
ohad, סיימתי אלגו ברוך ה
ohad, רגע איזה 1b של המעבדה?
ohad, או יעני טאסק 2 בעבודה 1
ohad, מתי אתה נוחת?
ohad, כמה זה בוקק
ohad, ר
ohad, <‎image omitted>
ohad, יש פה מישהו שקיבל 90
ohad, כבר שתיים
ohad, אצל כולם זה ככה
ohad, בלי הסבר
ohad, 0 לתוך פרצוף
ohad, מחכין שהועד יעשה מהלך
ohad, מתי אתה מגיע יזין
ohad, אני רעב מת והבן זונה החליט לבשל בירה
ohad, טוב
ohad, אין לך מעקב היום?
ohad, יגידו לך לבוא לתל השומר
ohad, ביום של הבוחן יעני
ohad, פפל
ohad, גרבוץ
ohad, סומך עליהם
ohad, כן
ohad, זה אישי
ohad, איך להסתפר?
ohad, מסתפר
ohad, חייב לא
ohad, <‎image omitted>
ohad, בבאר שבע
ohad, The campus
ohad, עיצוב שיער וזיוני שכל
ohad, אמא שלך זוננ
ohad, ה
ohad, מסתפר
ohad, יענו כמה לעשות בצד אני אוכל סרט?
ohad, גאלח 0 כל הראש
ohad, יאללה ברדק
ohad, זין שלי
ohad, רואים את הלבן אני אראה כמו פלסטיני
ohad, 3
ohad, חיפשו אותי?
ohad, בדירה
ohad, איפה אתה?
ohad, טוב אני בא לתת כיף
ohad, אתה ער?
ohad, ???
ohad, דחוף יעני
ohad, בחדר
ohad, לילט
ohad, איפה אתה
ohad, אני אצלך
ohad, יום רביעי
ohad, אחלה
ohad, יום רביעי לקו
ohad, לא הבנתי
ohad, מה היה קודם
ohad, התאמנת או נרשמת?
ohad, אוקיי
ohad, אבל תלך גם למאמן שם הוא יעשה לך תכנית סבבה
ohad, מה שאני עושה עכשיו זה מה שהוא הביא לי
ohad, ותתחיל לאכול כמו חזיר
ohad, כל פעם שאתה לא מפוצץ תדחוף משהו לפה
ohad, בחופשת סמסטר העליתי ככה 3 קילו בבית
ohad, אני לא צוחק כל היום הייתי אוכל
ohad, תשלח כל יום הודעה
ohad, להזכיר
ohad, 59 ppl
ohad, מה אתה גנוב
ohad, 9 מתוך 10 failed
ohad, ראיתי
ohad, אני לא יכול לפתוח את הקובץ מהטלפון
ohad, איפה הגדרת את divsio
ohad, ?
ohad, כנראה
ohad, מה
ohad, אז איך זה רץ פעם שעברה
ohad, הם יעני קראו לרשימה lst
ohad, וdivision?
ohad, כוסאמק
ohad, כמה אחוז זה?
ohad, בסדר מטלה 1 מתחלקת לשני חלקים
ohad, במקרה הכי גרוע 2 אחוז מהציון הסופי
ohad, תגיש את 1 כבר
ohad, אני לא אעשה את task2 אין לי זין להתעסק עם זה
ohad," באיזה טאסק,"
ohad, ?
ohad, איפה קורן?
ohad, אין מצב
ohad, אנחנו בפיגור בגרבוץ
ohad, עכשיו מתקינים רק את sql
ohad, אין מתי
ohad, אין אחי
ohad, זה חול המועד
ohad, לא בצהריים
ohad, איזה משתגע 24 שעות לסיים את העבודה
ohad, אל תדאג
ohad, אני מסיים לבד רק את התפריט
ohad, וכל החרא הזה
ohad, לא
ohad, גם אני
ohad, אין בעיה אתה עובד מחר?
ohad, אנחנו מתקדמים בקצב טוב
ohad, תפסתי את העיקרון עכשיו זה הכל עבודה שחורה
ohad, ללטש את החלק הציורי
ohad, ועבודה שחורה
ohad, 3 שעות אפשר לסיים את שניהם
ohad, סגור
ohad, בדרך אליך
ohad, 22
ohad, נחית
ohad, ה
ohad, עזוב אני אבוא ברגל
ohad, טוב שלא עשיתי 300 פעם
ohad, רק תגיד לי איפה הבניין של אבא של איציק
ohad, נתרשם
ohad, תישאר בבית
ohad, נאור
ohad, תריץ את מה שאלי כתב בקבוצה
ohad, סבבה ותתקן בהתאם
ohad, בסדר שלא נידפק בסוף
ohad, אז פנק אותנו
ohad, איזה כליייי
ohad, אין תמונה אין אמונה
ohad, סלבה מוכר כרטיס לאוטומטור 56 שקל
ohad, חג שמח
ohad, בגייזבוק
ohad, אתה שואל?
ohad, בסדר היא עד ה5.5
ohad, מה צריך תשובות
ohad, אהה תשובות שעוברות את השלשול הזה
ohad, אתה בבש?
ohad, קורן עשה לך השכמה יפה
ohad, זין שלי
ohad, אין תמונה אין אמונה
ohad, איזה מטונף
ohad, מתי אתה מגיע?
ohad, סיימנו פפל?
ohad, טפי כסססס
ohad, גרבוץ סיימתם?
ohad, איזה סבבה
ohad, חסר לנו junit
ohad, איזה כלי
ohad, איך
ohad, שלח קישור בקיצור
ohad, מה
ohad, מה הבעיה שתעשה delete
ohad, שתי שניות
ohad, דופק העתק הדבק בטיר דאון
ohad, קיצור
ohad, אני בטרמפ עם מישהו ממערכות מידע
ohad, Wix פתחו בבש
ohad, לא גבר
ohad, תגיש קורות חיים
ohad, הם רוצים שתגיש להם פרויקט ב5 ימים ואז הם יחליטו
ohad, הוא אומר לי משהו מלחיץ
ohad, אבל בכל זאת מערכות מידע
ohad, לא סומך עליו
ohad, יש לך משהו להפסיד?
ohad, מקסימום תבוא לאגאדיר התפנתה משרה
ohad, גם לא בעד שלום?
ohad, חייב בוכטיות
ohad, אין לי שקל
ohad, להתחיל לחסוך
ohad, מה אתה גנוב
ohad, הופה
ohad, לחתונה?
ohad, או לחוף הצוק?
ohad, קאטטט
ohad, סגור שבת
ohad, תעבוד תעבוד
ohad, בטח היא תאנוס אותך בתרנגול הכחול
ohad, שומע
ohad, לא מתגלחים עד לג בעומר
ohad, כיף?
ohad, גם קורן
ohad, עד תקופת מבחנים
ohad, אורגינל
ohad, יעשה לזקן שלך רק טוב
ohad, תגיד הרבצת כבר ארכי נכון?
ohad, 2
ohad, סבבה
ohad, נתחיל לשבת השבוע
ohad, אחרי שנסיים גרבוץ
ohad, כן ראיתי
ohad, סבבה רצח
ohad, ערה?
ohad, איפה אתם?
ohad, אצל ייטינגר
ohad, פשש
ohad, רבעייה?
ohad, חבל הייתי היום במרכז ספורט
ohad, הייתי בא לעודד
ohad, דוד שלך קם ב8
ohad, יקיצה טבעיץ
ohad, ת
ohad, עושים cps
ohad, תן לי להקשיב
ohad, ואני אספר לך
ohad, אני נוסע לתל אביב ב2
ohad, לעלייה לתורה
ohad, בערב?
ohad, בן דוד
ohad, דבר אליי
ohad, מתי
ohad, 6 ועשרה סבבה
ohad, עשרה
ohad, יכתבו בטח בהמשך
ohad, כוסאמא שלך
ohad, תסביר לי את 2
ohad, יש הערות?
ohad, חוויה
ohad, 4 עד 7 יספיק?
ohad, חולה
ohad, חושב אני סודני
ohad, דואג ךלך
ohad, תוסיף את רינת בגייזבוק
ohad, היא תשלח לך
ohad, אני חייב לעוף ביייייי
ohad, כן
ohad, אני אוהב שאתה מתקשר להעיר
