sender,message
koren, האאא אינעל דינק
koren, היית בא אליי .. אנחנו יוצאים
koren, טמבלול
koren, בר בראשלצ
koren, אני נועה פז ולידור
koren, בלעדיך
koren, פחות
koren, חופררררר
koren, נמסור אהוהי
koren, סיימת מבנה?
koren, לא
koren, יש לי בעיות
koren, <‎audio omitted>
koren, <‎audio omitted>
koren, <‎audio omitted>
koren, <‎audio omitted>
koren, <‎audio omitted>
koren, <‎audio omitted>
koren, חחחחחח 16 ביט
koren, אני אבדוק עם ארבע
koren, מחר
koren, אין לי זמן בשיט
koren, מחר עבודה שלישי עבודה
koren, סיימתי פיזיקה לפחות
koren, עד מתי spl
koren, אזברגוע
koren, נשאר לי שאלה 5 באוט
koren, מבנה מערכות
koren, אנגלית להתכונן לבוחן
koren, מבנה מערכות?
koren, עד יום שלישי הזה יגמור
koren, אז מה ב22
koren, אההה
koren, סבבה אש
koren, איזה לחץ כוסראבק
koren, 6 אחוז בוחו
koren, לא
koren, או 8
koren, ואעליה
koren, לא נראנ לי אבל סבבה
koren, מקסימום מחר
koren, <‎audio omitted>
koren, יש לי עבודה יזין
koren, כןןן
koren, אל תשכח אוטמטין
koren, תחפש תשובה אז
koren, אבל לא מהדבעית הזאת
koren, תבקש מאנשים
koren, תקוםםם
koren, הולכים לאכול טוסט
koren, תשע ועשרה יציאה
koren, קיבלת?
koren, גיי
koren, קום
koren, אני מתקשר
koren, בניין 37 סגור מה עושים
koren, אכלנו אותה
koren, חחחחחח
koren, 98 בבסיסי יאח
koren, בגללך
koren, שרשמתי את השם שלך
koren, הלכתי
koren, נדפקתי בגללך
koren, 😎
koren, <‎image omitted>
koren, חחחח
koren, הלוואי
koren, נשאר לי רק שאלה ראשונה יש לך מושג
koren, <‎image omitted>
koren, מה קורה נשמתי
koren, מה המצבבspl
koren, יאלההה
koren, צריך להתחיל לחרוש לאוטומטים
koren, שני-רביעי סגור?
koren," שני,רביעי"
koren, אששש ויום שני כבר נעשה תעבודה וגם מחר
koren, יאלההה
koren, מההישך
koren, בוא תמצוץ לי תתעורר קצת
koren, בוא אליי הערב
koren, לישון אצלי
koren, נישב אצל נועה בטח עם כולם.. ובבוקר ניסע
koren, סבבה
koren, חמישי פורום
koren, שניה
koren, צאו
koren, יאלה אני בדינר
koren, נו מה כוסראבבקקק מהה
koren, בן זונה עלק פנ
koren, תעיר אותי בתשע
koren, יאוווו סעמק
koren, אתה הולך לסדר את בסיסי?
koren, תעשה גם לי
koren, korenlev mjru2Czg
koren, 😘
koren, דייי סעמק
koren, טוב מביא אישור מרופא
koren, חייים שליייי כמה אתה חשוב לעיי
koren, אוףףף למה אתה לא פהה
koren, באלי לבכות
koren, קצת
koren, לא משנה כמה אני אשתה
koren, האהבה אליך לא תשתנה
koren, באלוהים באמת
koren, <‎audio omitted>
koren, איךךךךךךךךךך
koren, המפקדת האישית שלך פה אני בהלםם איך לא באת
koren, כצעט 100 אחוז
koren, <‎audio omitted>
koren, <‎audio omitted>
koren, פז
koren, בחזרה עם לב
koren, תחליף את j1 בj3
koren, שאתה שם בקונטרול
koren, שזה יהיה 321 ולא 123
koren, חיברת הכל נכון ובמקום הנכון?
koren, חיברת גם ישירות למוקס כמו שאמרו בקבוצה?
koren, חיברת גם ישירות למוקס כמו שאמרו בקבוצה?
koren, תעשה עם קונקט אינפוט
koren, תעשה ככה
koren, ........ .Inputs[0][0].connectInput(JEQ[0]);
koren, יעבוד
koren, תודיע לי שזה עובד
koren, ☺☺
koren, שאם תעבור על השורות בcmd אתה תראה דהוא קופץ מ5 ל8 מ11 ל14 ל18 ל21 ו24 ל27
koren, בpc יעני
koren, שזה השורות
koren, לאדע
koren, איך הולך
koren, הלמידה
koren, עם ליאן
koren, נרדמה
koren, מה למדת
koren, למדת הרבה?
koren, הבנת הכל?
koren, נהדר
koren, תנסה אז את 1ד 3ב
koren, סבבבה
koren, תהנה אח לילה טוב
koren, 😘
koren, בחדר מחשבים לומד
koren, טנקס מן
koren, לבד
koren, תרתיח קומקום מים
koren, מלא
koren, אני בא
koren, <‎image omitted>
koren, <‎audio omitted>
koren, כלום
koren, בתאבון
koren, נאור יש לכם שם באיזור סופר פארם או משהו
koren, נגמר לי
koren, הקונדומים
koren, מחר שישי מתי אספיק
koren, לא נעים
koren, אם אתה מוצא בדרך תקנה לי
koren, סעמקקקקק מחזור
koren, אל תקנה חחח
koren, איך היה השקשוקה
koren, תביא לי טייקאוי
koren, קטלני יהיה לנו עוד אחת
koren, נו רציני תביא
koren, צלםצתתפריט
koren, אז מה יש
koren, הסנדוויץ זה פריקסה
koren, ?
koren, סבבה אש
koren, אז שקשוקה
koren, עםממה זה מגיע
koren, לחם
koren, משהו
koren, סגור
koren, יופייי רוטבעגבניות הכי חשוב שלר ישכח
koren, שלא
koren, תודה אחי
koren, אבא שלי יוצא בשבע מתל אביב
koren, הוא יאסוף אותך
koren, קצת זמן רומנטי
koren, מרחוב החשמונאים
koren, לא יודע
koren, כן תיצא מחוץ לרחוב
koren, לאין כניסה כאילו שם
koren, שיהיה קל
koren, מעשיץ אתמול
koren, נראה לי התפרקת
koren, דיי
koren, עם ליאו
koren, היינו כולם אצלה
koren, הבאתי עוגה
koren, ליומולדת של דני ונוענ
koren, אמא של ליאן התלהבה ממני חחחח
koren, ואז הם הלכו
koren, וישנתי אצלה.. חזרתי עכשיט
koren, חחחחחחחח
koren, אתההאומר שאני חמוד
koren, 💑
koren, <‎image omitted>
koren, יס
koren, 0502905951
koren, אין על מה
koren, אביגדור
koren, אסף אותך?
koren, פורד
koren, פוקוס
koren, כסופה
koren, 2012
koren, אז למה אתה שואל סתם
koren, בשביל מה אני מתאמץ להקליד
koren, 😂
koren, הכנתי לנו את המיטה ללילה
koren," נרות , עלים אדומים"
koren, משהו פיגוז
koren, משקיע
koren, אסף אותך?
koren, אשוש
koren, לא יודע
koren, שיהיה לי טרמפ לרכבת
koren, אין ליאוטו
koren, אני מנסה עעשעו
koren, אני כבר ב1ג
koren, איך עשית את 1ב
koren, אז מה אתה שווה
koren, אני יודע
koren, אבל אני צריך תנוכחנ
koren, סיימתי את 1
koren, אין לי מושג לגבי השאר
koren, אתה יודע שיש לנו עבודה על הטקסט שלנו באנגלית
koren, כן
koren, ולענות על שאלות
koren, תראה במודל
koren, כן
koren, הכל שטויוץ
koren, יאלה תעשה
koren, שטויות
koren, צריך לקרוא הכל עכשיו
koren, <‎image omitted>
koren, מה מצחיק
koren, אני מתאבד
koren, רק עם
koren, וזה קרה בול לפני שבועיים
koren, הפעם הראשונה
koren, לא יודע אם ברח פתאום
koren, לא
koren, אבל לא יודע מו
koren, מה בחילות
koren, כל היום יש לה
koren, כן
koren, שמע
koren, מה עושים עם אוטומטים נו
koren, ואני עובד שני עד חמישי ערב
koren, כן
koren, הואבשש
koren, כן
koren, אכלנו אותה דוד
koren, יצא כבר
koren, בוא יסתום
koren, ישמקום
koren, <‎image omitted>
koren, <‎image omitted>
koren, <‎image omitted>
koren, <‎image omitted>
koren, תמר
koren, כבר בא
koren, אוכל ובא
koren, תתארגן
koren, ותדליק דוד
koren, טנקיו
koren, אמרץי לך 11 וחצי
koren, והתעכב ץאמין לי לא האלי להיות פה
koren, אמרתי 11 וחצי
koren, אמרץי מ8 וחצי עד 11 וחצי
koren, מתקתק תאוכל
koren, תתארגנט
koren, <‎image omitted>
koren, חייך
koren, חפה עליי כמה שאתה יכול
koren, אני כבר לא אכנס לשיעור
koren, תוציא לי תתיק אני מחכה לך בחוץ
koren, איזה קרוץ
koren, קרות
koren, אתה קר
koren, איש קר
koren, חחחחחח
koren, יש
koren, וקיבלנו 90
koren, טעינו ב2 שאילתות
koren, לא
koren, היא רשמה כמו דף הורדת נקודות
koren, לפי מה ירד
koren, כל טעות שאילתא זה 5
koren, נראה כבר
koren, מכנס ספורט נורמלי
koren, תודה 👋
koren, תדליק דוד בשלוש
koren, תודה
koren, אתה רוצה לנסות את מזלך וללכת לאורי חזקיה עם כרטיסים שלי?
koren, יש לי 2
koren, זה ב10 וחצי
koren, ממממ
koren, כי היא מטומטת
koren, באתי אליה בצהרים להפתיע אותה נסיתי לפתוח לה תדלת כי הייתה נעולה
koren, והתעבצנה עליי וזה
koren, אז אין לה חשק
koren, באלי לשבור משהו
koren, יש לך אולי חברים שירצו?
koren, תלך אחי אפילו בחינם
koren, ותלך אחר כך לחבר
koren, סבבה
koren, ה יודע
koren, 🙌
koren, כן
koren, אתה מבין
koren, גם אני אומר את זה לעצמי
koren, ולא יודע למה אני נשאר
koren, נכטו
koren, ולא יהיה טוב נראלי
koren, אבל כבר עשית את זה יגמור
koren, משעמם לך ברכבת הא אינעל הזין הקטן שלך
koren, אבל זה אותו עקרון
koren," עשינו את הקצרצר, 2 קמ אבל רובו הלכנו בגלל פז ולידור לא היה להם כח.. היא אמרה שזה גם עדיף לנו כי לא ניווטנו בחיים"
koren, נחשוב על מסלול השבוע ונזמין מראש לאשדוד.. ננסה לאתגר
koren, שבוע הבא זה באשדוד
koren, אני ויובל מתכננים לעשות את הארוך
koren, 9 קמ
koren, אבל בשגעון
koren, ככה ככה
koren, הייתה פאדיחה בהתחלה
koren, המשכנו סתם קדימה כמו מפגרים וחזרנו אחורנ
koren, אבל לאט לאט הבנו את הקטע
koren, עזוב מצפן
koren, המפה וזהו זה סבבה
koren, יש מצב ששלנו פשוט היה קל
koren, לא
koren, חתכנו בדרכים
koren, כי היה קל יותר
koren, אני אראה לך את המפה
koren, היה נחמד שבוע הבא אולי תבוא
koren, האאא נכון
koren, איזה אש
koren, איזה כיף לך
koren, מחליף איתך
koren, עוד שעתיים לבדיקת הריון
koren, עבר בבצלחה לפי מה שהיא אומרת
koren, מחרתיים מחזור נקווה שלא יתעכב
koren, Clear משהו קניתי לה
koren, מחרתיים היא מקבלת
koren, ושתשתין שוב
koren, הבאתי לה 2 בדיקות
koren, לא יודע
koren, אם לא היה טוב
koren, ואם הוא נגיד מתעכב ביום יומיים
koren, ורק אם אין בכלל אז...?
koren, סעמק
koren, אפילו לעמוד ברכבת אי אפשר
koren, בחיין לא הייתי שככה מזהנ
koren, כי אני רוצה ילדד
koren, 9 וחצי שם
koren, בעשר וחצי אני כברמכין פירה
koren, כן
koren, בוקר
koren, שבוע קל אם אין עבודות
koren, אין כלום
koren, סעמק
koren, אבל דחו בשבו
koren, ע
koren, אולי גם את היציאה של העבודה הבאה
koren, נחזיק אצבעות
koren, כן
koren, יש לי בנתיים רק פיזיקה
koren, שאני בטח אקבל מחר
koren, ולעשות דף 7 בהסתברות👍
koren, מממ סימנו.. אוטו רק 2א נשאר
koren, כפרה עלייך
koren, תעתיק את 2א 2ב
koren, מהפייסבוק והמסמך טקסט שלי בהתאמה
koren, מה אין סמן
koren, כולה להעתיק
koren, לדף
koren, בדיוק 10 דקות
koren, אתה יושב על זההכל השבוע
koren, תיתן קצת זמן לעבודות שלך עם אחרים
koren, גם עשיתי את בסיסי לבד רק בגללל הלחץ שלך.. לא לחצתי עליך שנעשה ביחד כמו תמיד
koren, אז להעתיק שאלה אחת זה לא נואא
koren, ואתה יכול לעזוב קצת את spl לעשר דקות
koren, מה 40
koren, שעתיים ישבתי על זה
koren, וזה לא קשור לזמן
koren, קשור לזה שאתה צריך לקחת חלק בעבודה אז כולה להעתיק שאלה לא ביקשתי ממך לחשוב
koren, הכל רשום
koren, באוטו כן
koren, אבל תעתיק
koren, מה קשה לך
koren, גם קראתי ועשיתי תדף באנגלית בלי לומר לך מילה
koren, ויש לי בפיזיקנ
koren, ויש באוטו עוד אחת שאני מתכנן לשבת עליה השבת
koren, ועכשיו יצא גם בסיסי ומממ
koren, אז לחוץ לי לסיים את מה שהיינו אמורים לסיים
koren, קשור כי אמרת שאיו לי עבודות
koren, ופיזיקה
koren, שזה ליום ראשון הבא
koren, חלקו כן למדנו
koren, כי זה יוצא בשני בערב בדיוק שמסתיימת ההגשה של העבודה הקודמת
koren, ב12
koren, בקיצור זה שאלה מה אתה כבד
koren, תשחרר מהspl גם תשנה אווירה.. תוציא את הראש מזה .. תתאוורר ואחרי זה אולי תבוא חשיבה אחרת
koren, נגיד מהומומורפיזם
koren, יש מצב גם עץ גזירה
koren, קטלני
koren, ימסטול
koren, תודהה אחיי בעה שנצליח ונהיה חברים טובים יותר
koren, אוההה
koren, שהזוגיוץ שלנו תתקדם הלאה
koren, חחחחחחחחחח
koren, איך באילת
koren, מה עשיתם היום
koren, פשששש
koren, חגיגה
koren, איזה כיף מקנא
koren, חחחחחח
koren, חחחחחח
koren, נוו איך היה
koren, וואלהה???
koren, שמח בשבילך
koren, עוד חצי שעה על רכבת
koren, הבאת מישהי
koren, לא לשכוח שהיום.. אנחנו רק בפרוייקט באנגלית
koren, בלי שום spzainl
koren, תעיר אותי שאתה מגיע נתחיל לתקתק את העבודה נסיים כמה שיותר מוקדם
koren, <‎Contact card omitted>
koren, חחחחחח
koren, מעתיק מהמסטר
koren, לירוי
koren, <‎audio omitted>
koren, חחחחחח הרג אותי
koren, לירויי
koren, הבקיא גול עם האף
koren, ראית תפרק האחרו8?
koren, מצחיקק
koren, נגמר העונה
koren, מהע שית אתמול
koren, שקמת עכשיו
koren, ישלך עבודות תתעורר על חייך
koren, כןן
koren, ויצא גם אוטו
koren, כן חח
koren, 6 עבודות
koren, בוחרין 5
koren, הגיוני
koren, מה נעשה👎
koren, לא הבנתי
koren, ביום ראשון יצא ימסטול
koren, כן
koren, אוקי
koren, אני מגיע ב4 וחצי
koren, נישב ב5 על בסיסי?
koren, איזה קר
koren, כמו אבא שלי
koren," ""בסדר"""
koren, מתי מסיים
koren, אתם רוצים ללכת בערב לראות את המשחק ברכבת?
koren, תשאל את אוהד
koren, כאילו הוא איתך?
koren, האאאא
koren, להקשיב וללמוד
koren, והכי חשוב
koren, להקשיב
koren, תדליק דודד
koren, הגשת?
koren, יופי חייל
koren, חחחחח
koren, אוהב
koren, כן יותר טוב אני שבור
koren, כן מסכים לך
koren, אתננהולך לשחק?
koren, ראית הישרדות
koren, אין סיכוי
koren, אממ
koren, הבעיה שאין מקום באוטו
koren, שלנו
koren, תיסע לאשדוד וחזרה לבית שמש חחחח
koren, זורם
koren, הכי לא
koren, אמי מת לעשות שוב ניווטים
koren, אבל משהו רציני
koren, כן
koren, ישהלי את הכושר
koren, יש לי את הרצון
koren, יש לי את המוטיבציה
koren, יש לי ראייה מרחבית
koren, יש לי יכולת התמצאות
koren, ח
koren, לירויייי
koren, חחח
koren, סגור
koren, מי אתה יפישר
koren, אני בטוח
koren, גם אני21 שנה
koren, כמה פעמים
koren, חשבתי פעמיים
koren, וואלה
koren, אששש
koren, אז שווה לבוא איתך
koren, אמתת נעשה נעשה
koren, 3 דקות
koren, איפההה
koren, אתההה
koren, יש בסיסי
koren, לסיים תעבודה
koren, 👌
koren, צריך לשנות הכל
koren, אני אשנה הכל
koren, שיניתי כבר
koren, כי אני מביא את הטאץ
koren, אץ הנעשה איו להשיב
koren, בי
koren, <‎audio omitted>
koren, 1 0 לסטר על סיטי דקה 3
koren, הלם
koren, 3 0
koren, חחחחח זה לא יאמן
koren, ורדי הזהשחקן
koren, 6 הפרש
koren, שבוע הבא ארסנל לסטר
koren, עוד משחק של מקום ראשון נגד שני
koren, כןן
koren, האליפות בדרך
koren, להיט
koren, היהנכיף
koren, נגמר מהר
koren, חבל שלא באת
koren, איך הולך
koren, מעולה
koren, זה חשוב
koren, נו מה איך היה
koren, מה מועד בכאילו?
koren, מה כבר יכלו לשאול שלא תירגלת בעבודות
koren, כמו במבוא
koren, חארות
koren, בסדר בעה ילך טוב ופקטור טוב
koren, מקסימום מועד ב
koren, ותתעעב על מה שצריך
koren, שמע אתה מסכם מממ?
koren, אני חייב שתסכם
koren, יש לי יום וחצי ללמוד
koren, בגלל הפיזיקה החרא הזה
koren, יופי תודה אחיי
koren, תגיד המפתחות שלי בדירה נכון?
koren, תבדוק בתיק האדום
koren, כי שכחתי בבש
koren, תמיד אני אוהב לשכוח משהו
koren, יופי
koren, נאור תן לי מסעדות טובות בתלאביב
koren, שמנה לא תעבור ת120 נגיד
koren, ליום האהבה
koren, חשבתי ישלך המלצות
koren, רווק
koren, מה שנקרא
koren, ה ישמור
koren, איך הוא הגיע
koren, איף
koren, <‎image omitted>
koren, אה מאמי
koren, לא
koren, אבל אני אבוא איתך
koren, לאן
koren, סבבה
koren, אז תבחר
koren, אני 5דקות בבש
koren, האא למה
koren, מה התבאסץ
koren, איפה בא לך
koren, אני אזמיו לי בקטנה
koren, פשוט עכשיו אכלתי במקדולנדס
koren, רציני נגמר?
koren, אז בוא לאגאדיר
koren, או שאתה רוצה לקנות מצרכים ונכין משהו
koren, תחליט כי הגעתי
koren, מה אני מניאק ואני לא יגיד לך
koren, יזין
koren, ילא חבר
koren, יזין
koren, ילא חבר
koren, באוניברסיטה פותר עם עצמי
koren, אתה מוזמן
koren, יש פה אחלה ריכוז
koren, סבבה
koren, ישמחר כדורגל ב1 וחצי
koren, איתי אני וקופיץ בפנים
koren, כאילו כבר רשמתי אותך מזמו
koren, אני רק מודיע
koren, סבבה אלי
koren, זה בסדר
koren, הוא קורא את כולם
koren, ובסוף מעדכן ציונים לכולם
koren, לא נראה לי
koren, אני אבוא לבד
koren, אני אסע איתכם?
koren, אין לך מקום?
koren, אז מה
koren, תבוא
koren, סתם אני אסע אליכם
koren, כן
koren, מתי להיות אצלכם
koren, ועלייה
koren, סבבה
koren, חשבתי על סה
koren, שכל יום דעתייםלפני שאנחנו מתחילים את היום נלך לרוץ
koren, כמו לפני המבחן
koren, כן
koren, נתקלח
koren, ארוחת בוקר
koren, וללימודים
koren, מעולה
koren, מקווה שנחזיק יוץר משבוע
koren, מתעושה היום
koren, איפה
koren, זה חזר?
koren, שווה
koren, ממ
koren, מה ענה
koren, לי בכל מקרה הכל חסום
koren, בגלל מבני
koren, אמן מקווה בשבילך
koren, לא
koren, שנה הבאה
koren, שלא יהיה לי ללץ
koren, לחץ
koren, יש לי כבר 2 קרוסים
koren, אמרתי ניקח באיזי
koren, נפצל לשבע שנים
koren, ברור שאני לוקח
koren, כן מאוד
koren, ולחכות שנה לאוטומטים
koren, אותו סיפור
koren, כן יש דברים לא קשורים
koren, בר ?
koren, בתא
koren, בדרך
koren, תן לי בר טוב
koren, לגילנו
koren, זה אותו מקום?
koren, מקום טוב?
koren, ??
koren, סבבה
koren, צייסר בר מכניסים אותנו היום ?
koren, היינו הטימפיטיישן
koren, היה נחמד
koren, הכניסו
koren, אבל לא היה מקום לשבת בכלל
koren, מבאס
koren, לאננורא היה דווקא סבבה
koren, שמע הערפל הזה
koren, מפחיד
koren, שמע היה חלקים שףשוט נסעתי על 20
koren, כי לא ראו כלוםםםם
koren, כו אנשים מסטולין חוצים לך כבישים
koren, נאנע לא בא בסוף אחי אחי גמור
koren, נו מה נסגר
koren, כן
koren, שרמוטה
koren, תודה אח יקר אני מקווה מאוד!
koren, נרדמתי מ6 עד 11
koren, לא נרדם
koren, שמע שלחתי איזה 5 מיילים למרצין
koren, שיתנו לי להירשם לקורס שלהן
koren, נקווה לטוב
koren, הוא אמר לי שכל עוד המרצים מאשרים הוא יאשר לי
koren, מה איץך מה אתה מתכנן
koren, בעה
koren, המרצים אישרו לך?
koren, לראש הקורס
koren, המרצה האחראי
koren, סבבה נקווה לטוב כי בנתיים אני עושה רק מבני
koren, ביקשתי
koren, מחכה לאישור
koren, יש משהו טוב היום
koren, עוד פעם
koren, יש משהו נחמד לקחת את ליאן? בתל אביב או באזטר
koren, משהו מיווד אבל
koren, מה מיוחד שם
koren, אוקי
koren, בוא נבוא מחר מוקגן
koren, נלך לסופר
koren, נסדר את הבית
koren, נקנה ציוד ללימודין דפים וזה
koren, 10
koren, 11
koren, אז בוא ב7
koren, איזה מעפן אתה
koren, נו
koren, אש
koren, שנספיק הכל
koren, נתחיל יום שני מושלם
koren, הבאתי גם מלא אוכל ביום ראשון
koren, בנתיים 10.5 נקז חח
koren, נורא
koren, אני מקווה
koren, גם בשביךך
koren, הסמסטר ממשיכים להפציץ
koren, חזרה על חומר
koren, לא מםספסים שיעורים
koren, ריצות בבוקר
koren, עבודה ומסיבות בלילה
koren, והכי חשוב איו אנגלית
koren, בעה
koren, נדחוף אחד את השני
koren, עכשיו הגעתי הביתה
koren, הייננו בפלנט
koren, סבא בהפתעה
koren, אם לא ראיץ
koren, אז חובה
koren, שמע פיפי כל הסרט פיפי
koren, קצח
koren, רצח
koren, תראנ
koren, חונק
koren, הרבה זמו לא נהניתי מסרט
koren, יאלה אישור גם לסטטיסטיקה
koren, כן באלוהים חחחח
koren, מוזרה
koren, חחחח
koren, העיקר אישרה
koren, בדרך
koren, מה אתה צריך ללימודי8
koren, ציוד
koren, עפרונות עטים
koren, קלסרים
koren, מחק
koren, וכאלנ?
koren, סבבה
koren, אפשר רק באשראי
koren, נלך לשם
koren, נקנה
koren, ויעשו משלוח
koren, כן שתסיים נלך
koren, אני אבוא ב4 וחצי לקנות ציוד ללימודים
koren, ואני אחכה לך
koren, תמחק עוד היא תראנ את סה חחח
koren, תעיר אותי איתך ניצא לריצה או משהו
koren, איפה זנ
koren, יש הרבה חומר להשלים בppl?
koren, ומאיפה אני יכול להשיג
koren, כמו בניתוץ יעני
koren, סבבה
koren, נאור מה המשתמש שלך בlinux
koren, כן
koren, כדי להשתמש בלינוקס
koren, כדי להריץ את עבודה 0 בארכי
koren, כי על 64 כנראה שהיא עושה לי בעיות
koren, כן
koren, כן
koren, מקווה שצדקתי ושעובד
koren, טוב
koren, מה למדתם
koren, סבבה
koren, צא מהווטסאפ תלמד
koren, שמע
koren, איך אני מגיע לקבצים שלי
koren, דרך הhome
koren, מזה הפוטין הזה
koren, כוסעמק
koren, <‎image omitted>
koren, כן
koren, אבל איך אני מעביר קבצים שלי
koren, משהו
koren, מזה החרא הזה
koren, 😕
koren, אוקי
koren, <‎image omitted>
koren, דקה אני אתקין את הnasm שם
koren, כן
koren, עבר לי הקימפול בווינדוס
koren, אהה אז אני לא צריך תנסם
koren, סעמק
koren, כי כבר קימפלתי
koren, אני רק צריך את הgcc
koren, סבבה
koren, אתה זוכר גרסה של הgcc
koren, סבהה
koren, לא
koren, מבזבזת לי את הזמן התסומה
koren, כן לפתור תבן שרמוטה הסה
koren, כל שניה משהו חסר לי
koren, חרא של תוכננ
koren, כן עובד
koren, <‎Contact card omitted>
koren, <‎audio omitted>
koren, כלום
koren, חשבתי לרגע שאתה עושה משמרת לבד
koren, נאור מה המספר אשראי שליי
koren, והתוקף
koren, וה3 ספרות האחרומות
koren, חחחח
koren, תמחק שלא יגיע לידיים לא טובות
koren, לילט
koren, אח
koren, אם אתה כבר על c
koren, באלף לראות מה לא טוב בקוד שלי?
koren, מזה אומר
koren, אוקי
koren, אני רוצה לקלוט מספר אינט
koren, יש עוד משהו שטעות?
koren, ואז בבאפר יהיהלי את המספר
koren, יש עוד טעות?
koren, סבבה
koren, <‎audio omitted>
koren, <‎audio omitted>
koren, <‎audio omitted>
koren, נאורי מאמי אני לא מגיע בסוף
koren, מסור דש ופליק לתחת למורה
koren, כי הוא משעמם אותי
koren, כן
koren, כן
koren, תבוא מחר נתקתק
koren, 5 שאלות
koren, בעמוד אחד
koren, 5 דקות מגיע
koren, באותו מקום
koren, עכשיובבר
koren, אי0ה אץ
koren, אתה
koren, שירותים
koren, אמי בן התאורה לבר
koren, באמצע
koren, סבבה
koren, איפה אתה
koren, ??_
koren, לקק לי תביצים
koren, תבחר ימים
koren, מעכשיו
koren, אני אחשוורוש
koren, טוב
koren, טופי
koren, יש לי סוכריית טופי שלא נגמרת לעולם
koren, <‎image omitted>
koren, 210 שורות
koren, ואיפה אני ואיפה הסוף
koren, מאוד
koren, מאוד
koren, מה עשית עד כה
koren, ארכח
koren, תתחיל
koren, תחשוב שחודש מאי זה מבחנין
koren, אפשר גם בלי חולצצה?
koren, לזיין אותנו
koren, החלק הכי כבד במשימנה
koren, בעקרון נשאר לי רק חיבור מספרים
koren, והרצות
koren, בדיקות
koren, כן
koren, כן
koren, אתה ער?
koren, עכשיו
koren, פאק
koren, סבבה
koren, <‎image omitted>
koren, ועכשיו נשאר לי השאילתות
koren, שזה בכל כל שם של פונקציה זה כל רוחב הף
koren, הדף
koren, להשאיר ככה?
koren, המחלקה של השאילתות
koren, כן
koren, נשאר לי רק לעשות אובייקט גיאדרם
koren, לשלוח לך בסוף הכל?
koren, סבבה
koren, <‎image omitted>
koren, אין את הדטה בייס
koren, אבל רוב הסיכויים שזה בעיה של נגיד לרדת שורה וכאלנ
koren, אני אבדוק שוב לא נראה לי אבל
koren, תתקתק נשארו 3 ימים
koren, גם אני חשבתי ככה על הדיאגרמות
koren, מ12 כמו זין
koren, 😡
koren, תחרטט מלא דברים מלא שאלות
koren, תהיה יצרתי
koren, אני חושב שמחקתי
koren, דקה
koren, אני מחרבן
koren, שלחתי במייל
koren, גדול חבר
koren, סיימת?
koren, סבבה
koren, תרא בפייסבוק
koren, תגיב או תעשה לייק
koren, לא ראיתי
koren, רק תייגתי אותך כי הייתי בשיחה
koren, חחחח זה גדול
koren, אלוף
koren, <‎image omitted>
koren, הגשת ניתוח?
koren, אוקי
koren, יום ראשון אחרי המשחק יושבים על סטטיסטיקה
koren, חייב לתקתק
koren, יש המון אחי
koren, יש 3 מבחנים
koren, חייב לסיים את כל העבודות כבר לפני
koren, כי ב15 במבחן
koren, אני מתחרפן
koren, גם המצב עם ליאן לא טוב
koren, לא יודע אחי
koren, כבר לא טוב לח
koren, לי
koren," העצלנות שלה כבר מפריעה לי, היא לא מראה כמעט אהבה , היא כאילו עדיין קרה קשה כזה, היא לא נותנת מעצמה לקשר הזה כמעט"
koren," היא באה אליי, אז הולכים לישון"
koren," אני בא אליה, יושבים בכיף צחוקים, היא לאצרוצה שאני אישן אצלה כי איו לה כח לסדר את החדר"
koren, אבל זה מחמיר
koren, אני מדבר איתנ בווטסאפ היא מדברת איתי ככה
koren, ואז אנחנו מדברים שעתיים בטלפון
koren, אז אני לא מבין
koren," מוציאה אותי מדעתי אחי, וזה משפיע לי על הלימודים"
koren, במקום שהיא תעזור ותתמוך אני נהיה אובדני
koren, תהנה אחי
koren, לא בקטע כזה
koren, כאילט אני מאבד את עצמי
koren, חחח
koren, כן מחר
koren, אני יודע
koren, מחר הכל
koren, יאלה תהנה
koren, לא שלחתי לי את הוורד
koren, אני צריך שתריץ את העבודה אצלך בליהקלאסים המיותרים
koren, של הדרישות
koren, הזיפ כולל רק הפרוייקט
koren, הוא מגומר
koren, ?
koren, אם אני אמחק את המחלקות המיותרות לא תהיה שגיאה נכון?
koren, כן
koren, לא הגשו ניתוץ
koren, הגשנו
koren, לתא כאילו
koren, אז בוא נעשה כבר את סטטיסטיקה ונלך
koren, את הדרישות וכל זה
koren, אני יודע שכחתי מזה
koren, בא
koren, אכלת
koren, 
koren, מה עשיתם
koren, חחחחחחחח
koren, פששש תותחייים
koren, סבבה
koren, 750
koren, שלילה לחודשיים על תנאי
koren, שאם בשנתיים הקרובות תיהיה לי עוד עבירת תנועה
koren, יהיה לי שלילה לחודשיים
koren, בקיצור יצא אדיר
koren, כן אין בכלל
koren, רק 750 שקל
koren, מזל
koren, כן
koren, ישר הלכתי לקנות בגדים
koren, הייתי שמח
koren, קילו של פילה בקר 240 שקל
koren, קניתי אנטריקוט
koren, ב120
koren, כן
koren, משהו משובח
koren, פששש
koren, לאן
koren, בראשון או בתא
koren, הווו
koren, מכובד
koren, באיזה שעה
koren, פשששש
koren, חבלז
koren, אני אבוא לעשות לך פאדיחות
koren, אני אביא בחורה שתעשה לך שם סצנה 
koren, 🤗
koren, יאו עם ליאן
koren, ואיי זה גדול
koren, חחחחח למה
koren, האא
koren, תביא נכיר אותה
