sender,message
naor, לי הם תמיד קונים
naor, גם היום בכל סופרמרקט יש
naor, סבבה
naor, אכלת אותה חביבי חחח
naor, עכשיו מחכים
naor, עוד שנייה מקבלים
naor, כן חכה שנייה
naor, עם המחבת או בלי?
naor, אין תפריט
naor," שקשוקה , סביח , סנדוויץ טוניסאי"
naor, ופלאפל
naor, לא יודע
naor, דקה יש אנשים תיכף אשאל
naor, זה רגיל
naor, לא פריסה
naor, קורן זה שקשוקה עם מה זה מגיע?
naor, ולחם
naor, וביצים
naor, ורוטב עגבניות
naor, סבבה
naor, חחח
naor, מאיפה הוא יאסוף אותי?
naor, מהבית?
naor, מה זה
naor, חחחח דפוק
naor, טוב סבבה
naor, כלום חרא
naor, חרא ערב
naor, מה אתה עשית)
naor, ?
naor, כן
naor, פשש
naor, יפה יפה
naor, חחחחח יפה יפה
naor, תותח
naor, איך לא יאהבו אותך
naor, אשכנזי חמוד
naor, מותק
naor, איפה זה חחח
naor, ליד הרכבת אה
naor, 7 להיות ליד הרכבת?
naor, שלח לי את המספר של אבא שלך
naor, תודה
naor, גיל נכון?
naor, חחח
naor, עדיין לא
naor, איזה אוטו יש לו?
naor, סבבה
naor, כןכן
naor, אני זוכר
naor, עכשיו נזכרתי
naor, סתום כבר
naor, חחח
naor, חחחחחחח
naor, חחחחח כל הכבוד
naor, כן אני איתו
naor, מתי אתה חוזר יפה שלי?
naor, הבנתי
naor, מה עושים עם העבודה באוטו?
naor, אני ואוהד עשינו עד 1ה
naor, ואת 4
naor, משו כזה בערך
naor, אבל זה אצלו
naor, לא זוכר
naor, אבל זה לא רגולרי
naor, ה 4 הראשונות נדמה לי לא רגולרית
naor, לא זוכר
naor, מה על מה אתה מדבר?
naor, על ה project?
naor, צריך לקרוא אותו
naor, ולהביא אותו לשיעור הבא
naor, איזה שאלות
naor, זה השטות הזו עם הטבלה?
naor, אה שטויות
naor, חשבתי כבר שאלות שאלות
naor, תגיע
naor, נעשה כמה דק
naor, חי בסרט
naor, חחחחח
naor, אל תדאג
naor, בלי לחץ
naor, עשית את זה בלי ?
naor, נו אז זה סתם בחילות
naor, מה לפני שבועיים
naor, נו אבל עדית את זה עם קונדום
naor, אז מה אתה לחוץ
naor, איך יברח חחח
naor, הקונדום נקרע לך ?
naor, נו אז הכל בסדר
naor, לבנאדם לא יכול להיות בחילות?
naor, אכלה משו לא טוב
naor, או משו כזה
naor, גם לי היה בחילות אתמול
naor, זה אומר שאני בהריון?
naor, יייי
naor, חחחח*
naor, קודם תגיע לבש כבר יעצלן
naor, יש לנו לעשות אוטומטיים ואנגלית
naor, אז תגיע כפרה עליך
naor, כל יום?
naor, אתה דפוק?
naor, יש משחק בשלישי
naor, והמשמרת שלך? בשמונה?
naor, נו בסדר מה קשור העבודה שלך עכשיו
naor, העבודות זה למחר
naor, עוד מעט יצא גם בבסיסי
naor, ואוטומטיים חדשים
naor, יענו עבודה חדשה
naor, כן באוטומטים יצא היום
naor, אבל קודם נסיים את זו
naor, איפה אתה
naor, מה שעה אחי
naor, כבר 12
naor, אמרת ב 11 אתה מסיים לא?
naor, אמרת 11
naor, מ 8 עד 11
naor, 3 שעות ואפילו פחות אמרת
naor, סבבה לא אומר
naor, שבאלך
naor, תרשום להם בקבוצה להתארגן
naor, סבבה
naor, טוב
naor, מה
naor, חחחח
naor, תבדוק את הציון שלנו בבסיסי נתונים
naor, קיבלת 56 במבחן באנגלית
naor, שעשית עכשיו
naor, 😳
naor, רשום במה?
naor, או משו כזה
naor, אין תרגול של מממ
naor, אז אם אתה רוצה אתה יכול לבוא למשחק
naor, גם כץ לא בא
naor, אנחנו צריכים שחקנים
naor, ומקסימום רק תפספס בסיסי
naor, מביא
naor, אני הולך ליומולדת של חבר
naor, למה אתה לא נוסע????
naor, מי
naor, ליאן?
naor, למה?
naor, לא אחי תודה
naor, מה היא התעצבנה?
naor, מה היא מטומטמת!!!
naor, מפגרת
naor, גם אתה עושה לה הפתעה גם לא טוב לה??
naor, תאמין לי לא יודעת לא להעריך אותך
naor, כי אתה רוצה לקוות שיהיה טוב
naor, אני לא מבין למה היא עושה את זה
naor, או שזה מטמטום בלי כוונה או בכוונה
naor, לא היה חברי מצידך לא לקרוא לי לבוא איתכם היום
naor, בכלל לא חברי
naor, אני לא חוזר היום
naor, לא עשיתי את זה
naor, כל שבוע זה מקום אחר
naor, עשיתם את העממי?
naor, חחחח הסתדרתם עם הניווט?
naor, חחחח
naor, צריך מצפן
naor, זה אני
naor, א ב
naor, ולדעת את הסימונים בע״פ
naor, לא תצליח בחיים רק עם המפה להגיע מהר לנקודה
naor, כשזה נהיה מסובך לא תגיע בחיים
naor, הלכתם רק בשבילים?
naor, אני באילת
naor, כןכן
naor, אתה פסיכופט חחח
naor, איזה בדיקה היא עשתה?
naor, אה בדיקה של השתנה
naor, אם יצא שלילי אז הכל בסדר
naor, אם היא מקבלת אז אתה באמת יכול להיות רגוע
naor, למה שתשתין שוב
naor, אם היא מקבלת מחזור היא חא בהריון בדוקקקק
naor, גם לא בהריון
naor, גם אם מתעכב שבוע שבועיים
naor, כן
naor, בדיוק ילד
naor, למה סעמק
naor, חחחחח
naor, מתי אתה מגיע?
naor, אני ב 10
naor, חחחח
naor, אתה עובד היום?
naor, חחח
naor, יפה
naor, היום אוטו
naor, יוצא
naor, כן
naor, אבל בכל זאת
naor, לא קראתי
naor, שהיציאה לא תדחה
naor, אבל זה לחודש הראשון
naor, אחי אין לי זמן לזה
naor, אני יושב על spl
naor, אני יושב על spl
naor, זה לא כולה
naor, אני על בעיה כבר יומיים!
naor, זה יותר חשוב לי משאלה באוטומטמים אחי
naor, אתה משחק לי על זה שעשית את בסיסי אחי
naor, עבודה של 40 דקות
naor, אתה עושה צחוק?
naor, אה לא הייתי חלק בעבודה הזו?
naor, אל תזיין תמח
naor, עשינו את העבודה הזו ביחד
naor, אתה רשמת
naor, זה שאתה כתבת כי אתה שונא את הכתב שלי זה לא אומר שלא עשינו את העבודה ביחד
naor, לא קשה לי
naor, אני יעתיק אבל אתה שאין לך עבודות בכלל אתה לא יכול לעשות את זה?
naor, ופתאום התעוררת עם הבקשה הזו
naor, לא יצא עדיין
naor, ומה קשור עכשיו כל העבודות האלה שאתה מבלבל לי תמח
naor, אף אחת מהן לא יצאה חוץ מאוטו
naor, שזה לעוד שנה
naor, ולא למדנו את החומר הזה עדיין
naor, רק השבוע
naor, אמרת שלא יצאה לך עבודה בפיזיקה
naor, היום אמרת
naor, לא כבד
naor, אני יעתיק יחופר
naor, אל תדאג
naor, אני בטוח זה יביא לי את התשובה
naor, חיים שלי שנה אזרחית חדשה ומוצלחת שתעבור עלינו
naor, אוהב אותך
naor, ❤️️
naor, חחחח
naor, טובים יותר ? חחח
naor, אנחנו לא מספיק טובים?
naor, חחחח
naor, תביא וזלין
naor, ימגעיל
naor, מסיבת בריכה
naor, הופעה של משה פרץ ועומר אדם
naor, ועכשיו בר
naor, כן
naor, מה שנקרא אצלנו
naor, מומחים
naor, חזן גם הביא את הזונות
naor, חחחחחחח
naor, בן זונההה
naor, כן
naor, מה איפה את
naor, ה
naor, אה יפה
naor, <‎image omitted>
naor, ??
naor, כן חחחחחחחחחחח
naor, צעקתי לו גם
naor, אמרתי לו לירויייי
naor, כן
naor, חחחח
naor, חחחחחח
naor, לא
naor, איזה זין
naor, כלום
naor, איזה עבודות?
naor, בסיסי וSpl שבוע הבא
naor, אל תבלבל תמח
naor, סתום 😡😡😡
naor, <‎image omitted>
naor, מה לא הבנת
naor, אין עבודה 6 לא יצא
naor, ייצא בעתיד
naor, אידיוט
naor, בסדר
naor, טוב
naor, אני בשיעור חחח
naor, 4
naor, זורם לי
naor, כן
naor, הוא התקדם קדימה כי הוא לא רואה
naor, ברור
naor, בדיוק עכשיו
naor, איזה תזמון יש לך אתה תאמין לי
naor, לך זדיין
naor, אין משחק ראית
naor, שמתי את זה בתא של נועה
naor, זה בסדר?
naor, תודה
naor, אני לא יודע אם יש בכלל
naor, קורן
naor, אם הולכים הסופ״ש אולי ניקח איתנו את הקוף? (אוהד)
naor, חחחח
naor, לנו יש
naor, אבל מי יסע עד לשם חחח
naor, דקה בריצה
naor, רק אם אתה מצטרף
naor, יעצלן
naor, כן מה
naor, עשית פעם בחיים פתאום אתה רוצה רציני
naor, נראלך שאתה ברמה בכלל?
naor, חחחחח
naor, כבר טעות
naor, אין לי כושר
naor, לך*
naor, חחחחח
naor, ממש לירוי אתה
naor, לירוייייי
naor, טוב כשיהיה ניווטים נלך
naor, נראה איך אתה
naor, אם אתה ברמה 😜
naor, אחד שעושה כבר 10 שנים ניווטים
naor, בחיי
naor, מה אני משקר?
naor, מגיל 10 אני עשיתי את זה
naor, לא מקצועי אבל רגיל
naor, מלא
naor, ומקצועי עשיתי 3 פעמים
naor, חריף אחיך
naor, הגעתם?
naor, בסדר מה אתה רוצה
naor, בסדר אני בא
naor, קורן
naor, אל תדפיס את הדף נוסחאות
naor, צריך לשנות בו משו קטן
naor, תשנה לך הכל
naor, לי אל תשנה הכל
naor, קודם תשלח לי במייל את הדף הזה
naor, ואחר כך תשנה לך
naor, נו נה אתה זיןן!
naor, למה אתה הודיע
naor, נוגע
naor, איזה טאץ דביל
naor, נו אל תיגע
naor, אל תביא לי עצבים
naor, אני גם ככה עצבני על אוהד הסתום הזה
naor, יאללה בי
naor, <‎video omitted>
naor, פשייי
naor, איזה תותחים חח
naor, כן אני רואה ולא מאמין
naor, הוא תותח על
naor, שנה הבאה גווארדיולה הכל ישתנה חח
naor, וואו
naor, אם הם מצליחים להוציא לפחות נקודה מהם
naor, הם אלופים
naor, כן
naor, איך היה אתמול?
naor, למדתי אחי
naor, אין חייב ללמוד
naor, זה לא כזה פשוט
naor, דווקא בסדר גמור
naor, עושה מבחנים והולך לי יחסית קל
naor, כן
naor, חרא
naor, הכל
naor, שאלו שאלות שהכי פחות התעקבו עליהן
naor, בקושי היו במבחנים
naor, כולם בוכים ומתלוננים
naor, כן
naor, בני זונות
naor, אמן
naor, כן
naor, מה איתך??
naor, עוד מעט נראלי
naor, בנתיים אני לא לומד
naor, טוב
naor, כן אני יודע
naor, אני אסכם
naor, אין לי מושג
naor, למה שהם יהיו פה
naor, כן הם פה
naor, אין לי עכשיו בראש
naor, למי זה?
naor, תחפש בגוגל
naor, הכי קל
naor, לא בקיא בתחום המסעדות
naor, בדיוק
naor, <‎image omitted>
naor, כוכב
naor, קורן
naor, אתה רעב?
naor, לא משנה
naor, התכוונתי כבר לא משנה כאילו לא צריך כבר חח
naor, לא יודע כי אני רעב ואין כלום בבית
naor, אתה אצל דביר?
naor, מה הקשר אולי ישנתי
naor, אז איפה אתה
naor, נו חח
naor, להה אני מרוכז בחדר
naor, קורן אני מתחיל לראות
naor, קורן למה בערעור שלי רשום נבדק ע״י מרצה
naor, כבר כמה שעות זה ככה
naor, סבבה
naor, אתם באים איתנו מחר?
naor, טוב
naor, איך תבוא איתנו?
naor, יש למו
naor, לנו
naor, איך נגיע אליך?
naor, כי זה לכיוון חיפה
naor, סבבה
naor, תגיע אלינו בבוקר?
naor, סבבה
naor, 9 ככה
naor, חחח
naor, זורם לי
naor, עושה טוב
naor, כן
naor, נחזיק יותר משבוע
naor, אל תדאג
naor, יוצא למסיבה
naor, מגדלנה נראלי
naor, כן
naor, כן
naor, נקווה שיהיה טוב
naor, אה
naor, ושלחתי מיילים בנוגע לקורסים שחסומים
naor, עדיין לא ענו
naor, מחכה שיענו
naor, בגלל ששנה שעברה אישרו
naor, כן
naor, אמן
naor, אתה נרשם סמסטר הבא למבנה?
naor, למה
naor, אתה אידיוט?
naor, חחחחחח
naor, איזה זין זה הקורסים חוסמים האלה
naor, זה מטומטם
naor, כן סאמק
naor, למרות שאוטומטים זה הכי אידיוטי שחוסם את הקורסים באלה
naor, מסיבה
naor, מגדלנה
naor, איפה אתה?
naor, ועד הבית
naor, רוטשילד
naor, כן
naor, נראלי שכן
naor, תנסו את האזור שם
naor, יש שם הרבה ברים
naor, לא הכניסו לצייסר?
naor, אה ברגיל חחח
naor, כן טמפטיישן סבבה
naor, כן
naor, נסעתי לאט רצח
naor, כן לא רואים מכוניות בכלל
naor, ואנשים
naor, מחר 9 אל תשכח
naor, אתה תקום?
naor, כלום
naor, צריך לחכות כמו זין לבכמט שיחזור מחול
naor, הוא נוסע נהנה ואני סובל
naor, חיים שלי בהצלחה מחר !! אתה עובר את זה כמו גדול!!!!
naor, הייתי בטוח שאתה ישן
naor, חחחח
naor, בע״ה
naor, בסופו של דבר רק בכמט זה זה שמאשר
naor, ככה שרה אמרה לי
naor, רק בכמט נותן את המילה האחרונה
naor, כן הגיוני
naor, מחכה שיענה לי על PPL ואלגו
naor, נקווה שיאשר לי
naor, לא עונים
naor, ל ppl היא לא ענתה
naor, ולאלגו אני לא יודע למי לשלוח
naor, אתה יודע למי?
naor, בכל מקרה אני מחכה לבכמט
naor, סטייסטיקה אין?
naor, הבנתי
naor, אנחנו הולכים למגדלנה
naor, בר?
naor, טוסקה בר באבן גבירול
naor, חבר אמר בר טוב
naor, הלך לשם לדייט ראשון
naor, אין מצב שאני מגיע מוקדם בבוקר
naor, בגלל החיילים
naor, שונא את זה
naor, אין מצב
naor, אני בא אחר הצהריים
naor, 12/1 טוב?
naor, בצהריים
naor, סבבה
naor, 😘
naor, אני גם מביא
naor, חחחח
naor, שטויות
naor, זה יסתדר
naor, כן אמן
naor, אמן שנצליח לשמר את זה
naor, חחחחח
naor, כן חייבים
naor, איפה אתה
naor, איזה סרט
naor, לא ראיתי
naor, באמת?
naor, אני אראה
naor, ב 3 בלילה? חחח
naor, פסיכיץ
naor, כן חחח
naor, הגעת?
naor, דפדפות ונילוניות
naor, מחק
naor, וזהו
naor, מה עושים?
naor, טוב
naor, היום?
naor, טוב
naor, חחחחחחחח
naor, אתה בא לניתוץ?
naor, 90/244
naor, יש סיכום
naor, תראה בקבוצה של הנדסת תוכנב
naor, כן
naor, אתה בא ל ppl?!
naor, של המעבדות?
naor, למה
naor, להתחבר מרחוק כאילו?
naor, עם putty?
naor, naordal
naor, NdMd96!@
naor, סיימת את העבודה?
naor, יפה
naor, תגיד לי אם הצלחת להתחבר עם ה putty
naor, Use case
naor, תרגול ppl שטויות
naor, עם רשימות
naor, לומד
naor, יודע את הכל
naor, איזה קבצים
naor, לא יודע
naor, בחיים לא השתמשתי
naor, צלם לי
naor, אתה בקבצים שלי חחח
naor, לא יודע
naor, זה אידיוטי
naor, נריץ בלינוקס
naor, אצלי במחשב
naor, תצא מזה
naor, זהו עכשיו תגרור את הקבצים שלך לשם
naor, ותריץ ב terminal
naor, אתה בטוח שהתקנת נכון nasm?
naor, סבבה
naor, למה
naor, כן
naor, כשאני יגיע הביתה אני יראה לך דבר יותר קלה לקמפל
naor, במילה אחת
naor, אתה מתקין את זה דרך ה terminal
naor, בפקודה
naor, תבדוק הדרכה בגוגל
naor, אתה בא לתרגול?
naor, בניתוץ
naor, אווו כי יש לך ממש הרבה לעשות בזמן הזה
naor, לחחחח
naor, הצלחת להריץ וזה הדפיס לך משו?
naor, יפה
naor, שלח
naor, תודה
naor, לא הבנתי מה אתה רוצה
naor, טוב
naor, <‎image omitted>
naor, אחלה כץ
naor, חחח שאלה מאוד מוזרה
naor, שנייה
naor, מצלם
naor, ברור
naor, לילט
naor, ראיתי משו עם ה printf
naor, ושאתה מעביר עם ה &
naor, תמחק אותו
naor, תמחק את ה &
naor," תעשה ככה scanf(%d,buffer("
naor," ״%d"""
naor, כן
naor, רק ב printf
naor, תתקן
naor, למה לא
naor, ??
naor, אתה בא ל PPl?
naor, טוב
naor, קורןןן
naor, ראית שיש עבודה ב סטטיסטיקה?
naor, למחרתיים
naor, מהעושים
naor, חחחח
naor, סיימת עבודה ?
naor, איפה אתהה
naor, אנחנו איפה המנוף
naor, עם מי אתה
naor, ליד המנוף
naor, איפה אתה
naor, אה חחח
naor, אנחנו איפה שהתאורה והמחשבים
naor, בוא לכאן
naor, תבוא לצד השני של התאורה
naor, אני בכיוון הרחבה
naor, איפה אתה
naor, באותו מקום
naor, קורן
naor, שבוע הבא נפגשים! שלא תגיד לי שיש לך תכנונים אחרים פתאום
naor, זדיין
naor, אין לך תוכניות כן?!
naor," 1,2,3"
naor, בדיוק
naor, סבבה לך?
naor, יופי
naor, איך באלי טופי
naor, חחחח
naor, ימגעיל
naor, לך לעבודה
naor, פיייי
naor, עבודה 2
naor, חרוץ של אבא
naor, כבד
naor, חחחח
naor, שטויות זה כיף
naor, רק למדתי את כל החומר
naor, אני יום רביעי נפגש עם אוהד
naor, נעשה ppl
naor, ולך מחכה לניתוץ
naor, וזהו
naor, מה יש לי עוד
naor, סטטיסטיקה? שטויות
naor, וארכי 2 יש מלא זמן
naor, לא דואג
naor, לומד קצת ניתוץ
naor, <‎image omitted>
naor, כן אני יודע
naor, קראתי
naor, אבל רק לא הבנתי מה הם רוצים לעשות עם המספר
naor, משהו עם חלקים
naor, לא היה לי כח לנסות להבין
naor, חחח
naor, עברנו עבודות קשות יותר
naor, שזו העבודה הקשה ביותר חחח
naor, אתה בא אלי מחר ?
naor, ????
naor, כן
naor, אני בעודה
naor, עוד עשר דק מסיים
naor, מתי אתה בא
naor, <‎image omitted>
naor, לא עשינו unit test
naor, לא נורא
naor, אני יעשה
naor, זה קל
naor, ואת הטבלאות
naor, אתה את הציוריים
naor, וסיימנו
naor, וואו
naor, חחחח
naor, חחחחחחחחח
naor, איזה שאילתות
naor, כן
naor, שיזדיין
naor, וואי וואי
naor, זה מלא
naor, כן
naor, כפרה עליך
naor, אני יעשה היום את הטבלאות
naor, ו unit test
naor, בדקת קצת את העבודה שאין באגים?
naor, שמתי לך אותו שם
naor, הזיפ
naor, היום עושה את זה
naor, זה שעתיים גג עבודה
naor, דיאגרמות יותר בעייתי
naor, ידעתי
naor, אנסה כמה שיותר
naor, שלח לי את הטבלאות
naor, ותשלח לי את הדיאגרמות האלה שעשית
naor, טוב
naor, אחיך עשה unit test ברמה גבוהה
naor, הצליח להחזיר את ה database למצבו הקודם
naor, סתם מנסה להמציא כמה טסטים
naor, ראיתי חחחח
naor, עשיתי לייק
naor, כן יחחחח
naor, סיימתי
naor, שולח לך במייל
naor, 😘
naor, וואו
naor," נשאר סטטיסטיקה, ארכי, ניתןץ"
naor, לא
naor, שלחתי לך כדי שתגיש
naor, תעביר את כל הקבצים שלך ל pdf
naor, כי אחרת לא יבדקו
naor, וצריך להגיש את הדפים לתאים
naor, חחחח סבבה
naor, אל תדאג
naor, אין הרבה
naor," ניתןץ לא ארוך, ארכי סיימת וסטטיסטיקה קל"
naor, טוב אחי בלי לחץ
naor, מה קרה עם ליאן
naor, למה?
naor, אבל ידעת שהיא כזו
naor, קשה לשנות דבר כזה
naor, היא בעייתית
naor," אחי אם לא טוב לך אז תחתוך , הכי אמיתי אני אומר לך"
naor, אל תהיה עם מישהי כשלא טוב לך
naor, חחחח
naor, <‎audio omitted>
naor, אני מבין אותך
naor, למה אובדני?!
naor, אל תגזים!!!
naor, אה נבהלתי
naor, קח אותה לשילה
naor, לשיחה
naor, תגיד לה מה שאתה אומר לי
naor, תודה אחי
naor, איזה וורד
naor, שלחתי לך
naor, תבדוק
naor, כן
naor, אבל במייל לפני שלחתי לך את הוורד
naor, תכנס למייל אחד לפני ששלחתי לך
naor, נראלי כבר אתמול שלחתי לך
naor, מה שהצלחתי לעשות
naor, עמוד של דרישות וטבלה 2 ו 3 ממש קטנה
naor, ז״א 2 עמידים
naor, עמודים
naor, לא מה פתאום
naor, רק את 3 המחלקות מחסנאי עובד ומנהל
naor, רשמתי שלא מימשנו הרשאות
naor, בטבלה 2 או 3
naor, לא זוכר איזו חחח
naor, אמרת שהגשת
naor, אה
naor, אז בוא נגיד
naor, נגיש
naor, רגע אז מה יש להגיש
naor, אה סאמק
naor, היית כבר באוניברסיטה ומצחיק
naor, איפה אתה
naor, לא
naor, איפה הלכת
naor, אחי הלכת לעבוד?
naor," דרישות, איחדנו db , עכשיו כןתבים קוד"
naor, ויוני לקח אחריות על הדיאגרמות
naor, אני בהלם
naor, <‎image omitted>
naor, קורן
naor, אתה צריך להיות סופרויזור
naor, של יוני
naor, בנוגע לציורים
naor, איך היה המשפט???
naor, מה זאת אומרת על תנאי
naor, אה
naor, אז בנתיים אין שלילה
naor, נדיררר
naor, שיקח גם 1500
naor, תחחחחחחח
naor, מה עם הארוחה היום?
naor, פששש
naor, יקר
naor, אה גם טוב
naor, הזמנתי מקום לי ולמאיה ליום שבת
naor, לשגב אקספרס
naor, תא
naor, רמת החייל
naor, כן
naor, 9 וחצי
naor, חחחח
naor, חחחחחח זה גדולל
naor, חחחחח
naor, היא קוראת לך הטבח
naor, כי אמרתי לה שאתה עובד באגאדיר
naor, אני אודיע לה
naor, שאם היא לא עוברת דרכך זה לא יעבוד בנינו
naor, <‎image omitted>
naor, חחחחח
naor, אני אשלח
naor, תגרום לזה שזה יצא פצצה
naor, סומך עליך
naor, לא חח
naor, אין כל כך מה להתקדם בקוד
naor, זה כלום להוסיף יחסית
naor, עכשיו רק צריך אותך עם האינטראקציה עם הקלט ואני צריך להוסיף פעולות להזמנה
naor, סבבה
naor, 😘
naor, וואווו
naor, מלך עולם!!!!
naor, יפה אחי
naor, מחחחחחח
naor, ראש חציל
naor, לא יודע
naor, אנסה כמה שיותר מוקדם
naor, סבבה תודנ
naor, התעוררתי רק עכשיו
naor, מצטער אחי
naor, יש לך עבודה היום?
naor, למה
naor, איזה זין
naor, בסדר נשב היום נסיים הכל
naor, ב 1 אגיע
naor, הכי מהר שאצליח
naor, סבבה
naor, אני יעזור לך
naor, ויש גם את יוני
naor, הוא סבבה הזה
naor, בזה*
naor, תגיד בעבודה הקודמת
naor, עשית בוורד???
naor, או בתוכנה?
naor, סבבה
naor, אה והתחלתי לראות החץ
naor, יחחחח
naor, דווקא אני בעונה 1 והיא בת זונה
naor, אז אני יראה עד שזה נהיה מסריח מאוס ונמרח
naor, אתה במעבדות?
naor, אתה בבניין 90?
naor, טיפוסים
naor, לנה אתה לא בא
naor, חחחחחחחחחחח 😂😂😂
naor, בערב
naor, נתחיל בחנים?
naor, מתי לעלות
naor, 8
naor, אין עוד שעה
naor, יש עכשיו ב 7
naor, או ב 8
naor, שעובר דרכך
naor, אז אני אצלך ב 9
naor, אני בתחנת רכבת
naor, מסר בהצלחה בבוחן
naor, כן אמר לי לשבת לידו
naor, להפעיל את הצופר
naor, אתה עולה?
naor, כנס לאימייל ששלחת לי
naor, תפשיר את כל מה שהוצאת
naor, אל תחזיר לפריזר
naor, סתום תפה
naor, אני לא עייף
naor, חי בסרט
naor, אל תששש אותי
naor, אל תגידי לי ששש
naor, אלוהים ברא לי פה בזכותי
naor, ויש בחנים קלים
naor, תובנות של גאון
naor, שבוע הבא טוב לך ב 12 בדיקה פרונטלית?
naor, ניתןץ
naor, ביום רביעי
naor, אז תבדוק ותודיע לי
naor, אין היא לא רשמה אותנו
naor, לא יודע
naor, צריך לשלוח לה מייל
naor, שלחת לה מייל??
naor, <‎image omitted>
naor, קורן אתה לא יכול לעבוד ראשון בוקר
naor, יש בדיקה פרונטלית ב 11
naor, אין מה לעשות אין שעה אחרת
naor, וזה ככה כי לא נרשמנו לפני
naor, אין מה לעשות
naor, תוכל להחליף עם אוהד?
naor, טוב
naor, זה היה עד היום ב 2
naor, תסתכל במודל!
naor, בפורום
naor, יש את השיבוצים
naor, מוכר לי
naor, ואיך אני יביא אוצה
naor, ביום ראשון?
naor, תזכיר לי מחר
naor, המשוואות זה החומר האחרון
naor, זה עוד דרך
naor, ואז התחלנו עם המימוש של האינטרפטר
naor, לא
naor, זה שטויות
naor, מה עושים עם מחר אחי
naor, שינית ?
naor, ניסית להחליף?
naor, אז תוודא את זה
naor, שתוכל לבןא מחר
naor, לא נראלי שאני יכול ללכת לבד לבדיקה
naor, אני מקווה שהיא תיתן לי
naor, זה לא אפס
naor, הציון יהיה רק על העבודה שהגשנו
naor, אבל נראלי הבדיקה הפרונטלית זה חלק מהציון או משו כזה
naor, אבל לא נורא
naor, אני אלך
naor, זה כולה עשר דקות
naor, איפה אתה
naor, למה כזה מאוחר לא הבנתי
naor, בחיים לא סיימתם ככה מאוחר
naor, בגלל המשחק של ב״ש?
naor, חחחח
naor, למה
naor, כולה יום אחד ודי
naor, נו חגיגות באגאדיר?
naor, מה הקשר חחח
naor, עוד מעט הולך לרכבת
naor, ב 9 ורבע אני מגיע
naor, לא ישנתי בלילה סאמק
naor, איזה עייפות
naor, יאללה יבכיין
naor, עוד שנייה סיימת
naor, Ppl וארכי כמעט סיימת
naor, חחחח
naor, אני ואוהד צריכים להתחיל את הזיין הזה
naor, וארכי זה לשני הבא
naor, כמה שאלות יש ב ppl?
naor, הרבה?
naor, וואו
naor, בני שרמוטות
naor, על איזה נושאים
naor," Cps,Types?"
naor, ADT
naor, מה ההבדל בין type ל type checking
naor, זה אותו דבר
naor, תחת אותו נוא
naor, נושא
naor, סבבה
naor, <‎image omitted>
naor, היום אני ואוהד נשב על ppl
naor, נקווה לסיים השבוע את זה כמה שיותר מהר
naor, ולהתחיל ארכי
naor, למה יש מלא
naor, סראבאק
naor, מה היום?
naor, כן בסדר
naor, אם אני אשרוד עד הלילה
naor, בן זונה
naor, ווואו מה זה כל זה!!
naor, נהיינו אימפריה
naor, אני לא אוכל בחוץ עד סוף התואר חחחח
naor, אשכרה
naor, כפרה עליך
naor, כמה יצא לך
naor, רד
naor, סבבה
naor, על מה?
naor, אה
naor, סבבה
naor, יום שלישי גמר גביע לא?
naor, כן
naor, אולי עוד פעם 6-0?
naor, חחחח
naor, סגל*
naor, <‎image omitted>
naor," משומר,קינן, טוואטחה,ורמוט"
naor, חחחח
naor, לא הפסדנו לכם שנים
naor, חחחחחח
naor, יסוטה
naor, צלם
naor, לא רואים כלום
naor, מתי המשחק
naor, מקווה שאחזור
naor, הזינוק ב 8 ורבע
naor, איפה רואים את המשחק
naor, פשששש
naor," קלרה,נוהו,קו וסולו"
naor, זה מסיבות שיש היום
naor, לא יודע
naor, תברר עם חמוי
naor, 0524799293
naor, הוא יודע
naor, ארכי חדש
naor, וניתוץ
naor, וכמובן פינישים בppl ולהגיש ארכי
naor, ישבנו באוניברסיטה עד 8 בבוקר
naor, נכנסו המנקות היו בהלם
naor, חמוי סידר אותך ??
naor, חחחח
naor, איך שם?
naor, טוב הנוהו נכון?
naor, כן
naor, שינו לו את השם פשוט
naor, כןן
naor, סטטיסטיקה אתה 98 אני 99
naor, 😳
naor, נשבע
naor, <‎image omitted>
naor, כן
naor, הארנק שלי שם?
naor, מה אתה לא בא?
naor, איזה מסעדה 👍
naor, לא טעים?
naor, אני יודע
naor, מתי אתה חוזר
naor, למה מה יש
naor, פשש
naor, הרכב מנצח
naor, חחחח
naor, יצא עבודות 6 ו 7 בסטטיסטיקה
naor, כן דקה
naor, כן חחחחחח
naor, לא מפסיק לשמוע את האלבום
naor, קורן
naor, כפרה עליך כנס למשתמש שלי במעבדה ותשלח לי במייל את מעבדה 8
naor, שיהיה לי חחח
naor, חחחחח
naor, naordal
naor, NdMd96!@
naor, כנס לתיקייה אתה תראה lab8
naor, תעשה כזיפ
naor, ושלח
naor, יש לך בצד שמאל users
naor, כמו בווינדוס שאתה עושה אחורה בספריות
naor, סבבה
naor, למה
naor, שמתי מגן שלהם
naor, חחחח
naor, כן אני יודע
naor, זין
naor, כי הקבוצה הפסידה?
naor, לא נראלי
naor, לא קיבלתי נקודות על זה שצרפת ניצחה
naor, אה בגלל שהוא שחקן הגנה?
naor, סאמק
naor, פש
naor, כן
naor, אין לי שחקנים שלהם
naor, לא
naor, מתי אתה חוזר לבש
naor, סבבה
naor, נשב על סטטיסטיקה
